current_path,current_name,session_name,class_folder,gtsrb_class_id,original_name,original_relpath,gtsrb_split,track_id,frame_id,name_prefix,assigned_split,md5
Data/ahead_only/train_ahead_only_8/train_ahead_only_8.png,train_ahead_only_8.png,train_ahead_only_8,ahead_only,35,00000_00010.ppm,GTSRB/Final_Training/Images/00035/00000_00010.ppm,train,00035_00000,00010,train,train,8e36f286d0af8933959dc4071783a929
Data/ahead_only/valid_ahead_only_2/valid_ahead_only_2.png,valid_ahead_only_2.png,valid_ahead_only_2,ahead_only,35,00000_00011.ppm,GTSRB/Final_Training/Images/00035/00000_00011.ppm,train,00035_00000,00011,valid,train,7ffcd54e72c57ca490aec584768baf44
Data/ahead_only/train_ahead_only_9/train_ahead_only_9.png,train_ahead_only_9.png,train_ahead_only_9,ahead_only,35,00000_00012.ppm,GTSRB/Final_Training/Images/00035/00000_00012.ppm,train,00035_00000,00012,train,train,9804a38c5509d15475295794c21ce9c3
Data/ahead_only/train_ahead_only_10/train_ahead_only_10.png,train_ahead_only_10.png,train_ahead_only_10,ahead_only,35,00000_00013.ppm,GTSRB/Final_Training/Images/00035/00000_00013.ppm,train,00035_00000,00013,train,train,22bb06bf9d2dae6c599af2b7371a54e8
Data/ahead_only/train_ahead_only_11/train_ahead_only_11.png,train_ahead_only_11.png,train_ahead_only_11,ahead_only,35,00000_00014.ppm,GTSRB/Final_Training/Images/00035/00000_00014.ppm,train,00035_00000,00014,train,train,8bde036e9a88f9e91febde1de7dfb79f
Data/ahead_only/train_ahead_only_12/train_ahead_only_12.png,train_ahead_only_12.png,train_ahead_only_12,ahead_only,35,00000_00015.ppm,GTSRB/Final_Training/Images/00035/00000_00015.ppm,train,00035_00000,00015,train,train,655d8f1756fd526e7aeb8a67b8db1493
Data/ahead_only/train_ahead_only_13/train_ahead_only_13.png,train_ahead_only_13.png,train_ahead_only_13,ahead_only,35,00000_00016.ppm,GTSRB/Final_Training/Images/00035/00000_00016.ppm,train,00035_00000,00016,train,train,cfee6a95e815c570fc7f7e09f00d9092
Data/ahead_only/valid_ahead_only_3/valid_ahead_only_3.png,valid_ahead_only_3.png,valid_ahead_only_3,ahead_only,35,00000_00017.ppm,GTSRB/Final_Training/Images/00035/00000_00017.ppm,train,00035_00000,00017,valid,train,d287e3b561ae5e8696f360298761372b
Data/ahead_only/train_ahead_only_14/train_ahead_only_14.png,train_ahead_only_14.png,train_ahead_only_14,ahead_only,35,00000_00018.ppm,GTSRB/Final_Training/Images/00035/00000_00018.ppm,train,00035_00000,00018,train,train,52e6c0b84ee54d47e72e84556b34309b
Data/ahead_only/valid_ahead_only_4/valid_ahead_only_4.png,valid_ahead_only_4.png,valid_ahead_only_4,ahead_only,35,00000_00019.ppm,GTSRB/Final_Training/Images/00035/00000_00019.ppm,train,00035_00000,00019,valid,train,c718040b5d7c4ebc509cc3b939fd11ba
Data/ahead_only/train_ahead_only_15/train_ahead_only_15.png,train_ahead_only_15.png,train_ahead_only_15,ahead_only,35,00000_00020.ppm,GTSRB/Final_Training/Images/00035/00000_00020.ppm,train,00035_00000,00020,train,train,a29302d98b8b7e41b1a3e7045c5b326e
Data/ahead_only/train_ahead_only_16/train_ahead_only_16.png,train_ahead_only_16.png,train_ahead_only_16,ahead_only,35,00000_00021.ppm,GTSRB/Final_Training/Images/00035/00000_00021.ppm,train,00035_00000,00021,train,train,93ec416a40874f0bf7b5024d174eddde
Data/ahead_only/train_ahead_only_17/train_ahead_only_17.png,train_ahead_only_17.png,train_ahead_only_17,ahead_only,35,00000_00022.ppm,GTSRB/Final_Training/Images/00035/00000_00022.ppm,train,00035_00000,00022,train,train,c2b2b33e8fc16381e5e96e209d5bf650
Data/ahead_only/train_ahead_only_18/train_ahead_only_18.png,train_ahead_only_18.png,train_ahead_only_18,ahead_only,35,00000_00023.ppm,GTSRB/Final_Training/Images/00035/00000_00023.ppm,train,00035_00000,00023,train,train,ef17427728e634bc881003784cc2e67d
Data/ahead_only/train_ahead_only_19/train_ahead_only_19.png,train_ahead_only_19.png,train_ahead_only_19,ahead_only,35,00000_00024.ppm,GTSRB/Final_Training/Images/00035/00000_00024.ppm,train,00035_00000,00024,train,train,fa7a6993541ce1dae4d3815a4a7decd4
Data/ahead_only/train_ahead_only_20/train_ahead_only_20.png,train_ahead_only_20.png,train_ahead_only_20,ahead_only,35,00000_00025.ppm,GTSRB/Final_Training/Images/00035/00000_00025.ppm,train,00035_00000,00025,train,train,1262dea68c259d5a70e9850a1fda3656
Data/ahead_only/train_ahead_only_21/train_ahead_only_21.png,train_ahead_only_21.png,train_ahead_only_21,ahead_only,35,00000_00026.ppm,GTSRB/Final_Training/Images/00035/00000_00026.ppm,train,00035_00000,00026,train,train,1da8e5f2e8dd847494ec663e50ed2064
Data/ahead_only/train_ahead_only_22/train_ahead_only_22.png,train_ahead_only_22.png,train_ahead_only_22,ahead_only,35,00000_00027.ppm,GTSRB/Final_Training/Images/00035/00000_00027.ppm,train,00035_00000,00027,train,train,78ff9e08a5ce6f2ead35c565d284ed1c
Data/ahead_only/train_ahead_only_23/train_ahead_only_23.png,train_ahead_only_23.png,train_ahead_only_23,ahead_only,35,00000_00028.ppm,GTSRB/Final_Training/Images/00035/00000_00028.ppm,train,00035_00000,00028,train,train,7f354abcd2c9fffdef7627dc774bbf06
Data/ahead_only/valid_ahead_only_5/valid_ahead_only_5.png,valid_ahead_only_5.png,valid_ahead_only_5,ahead_only,35,00000_00029.ppm,GTSRB/Final_Training/Images/00035/00000_00029.ppm,train,00035_00000,00029,valid,train,def9087cba646cd9d543d91bfa36bd12
Data/ahead_only/valid_ahead_only_6/valid_ahead_only_6.png,valid_ahead_only_6.png,valid_ahead_only_6,ahead_only,35,00001_00000.ppm,GTSRB/Final_Training/Images/00035/00001_00000.ppm,train,00035_00001,00000,valid,train,6b1fc64dd795f73d2acabb1fc8e1ee72
Data/ahead_only/train_ahead_only_24/train_ahead_only_24.png,train_ahead_only_24.png,train_ahead_only_24,ahead_only,35,00001_00001.ppm,GTSRB/Final_Training/Images/00035/00001_00001.ppm,train,00035_00001,00001,train,train,31913efe79fb7be7addcdc7ae1eb6a59
Data/ahead_only/train_ahead_only_25/train_ahead_only_25.png,train_ahead_only_25.png,train_ahead_only_25,ahead_only,35,00001_00002.ppm,GTSRB/Final_Training/Images/00035/00001_00002.ppm,train,00035_00001,00002,train,train,57032fab6bb659dee3d1f6d22a19c9c3
Data/ahead_only/train_ahead_only_26/train_ahead_only_26.png,train_ahead_only_26.png,train_ahead_only_26,ahead_only,35,00001_00003.ppm,GTSRB/Final_Training/Images/00035/00001_00003.ppm,train,00035_00001,00003,train,train,04c7e5ba0c7ce5deeff6be6e52a6318f
Data/ahead_only/valid_ahead_only_7/valid_ahead_only_7.png,valid_ahead_only_7.png,valid_ahead_only_7,ahead_only,35,00001_00004.ppm,GTSRB/Final_Training/Images/00035/00001_00004.ppm,train,00035_00001,00004,valid,train,3a6293b38dbcedd0da5be83e55e51132
Data/ahead_only/train_ahead_only_27/train_ahead_only_27.png,train_ahead_only_27.png,train_ahead_only_27,ahead_only,35,00001_00005.ppm,GTSRB/Final_Training/Images/00035/00001_00005.ppm,train,00035_00001,00005,train,train,4bd545b4ad1b4602375960e118ce4783
Data/ahead_only/train_ahead_only_28/train_ahead_only_28.png,train_ahead_only_28.png,train_ahead_only_28,ahead_only,35,00001_00006.ppm,GTSRB/Final_Training/Images/00035/00001_00006.ppm,train,00035_00001,00006,train,train,bb29ba637cd0e327b8dd67e64d541e13
Data/ahead_only/train_ahead_only_29/train_ahead_only_29.png,train_ahead_only_29.png,train_ahead_only_29,ahead_only,35,00001_00007.ppm,GTSRB/Final_Training/Images/00035/00001_00007.ppm,train,00035_00001,00007,train,train,221bab79a91b128a62010a7d5079751d
Data/ahead_only/train_ahead_only_30/train_ahead_only_30.png,train_ahead_only_30.png,train_ahead_only_30,ahead_only,35,00001_00008.ppm,GTSRB/Final_Training/Images/00035/00001_00008.ppm,train,00035_00001,00008,train,train,71579415db8c45b623b3d7c9b6c4a701
Data/ahead_only/train_ahead_only_31/train_ahead_only_31.png,train_ahead_only_31.png,train_ahead_only_31,ahead_only,35,00001_00009.ppm,GTSRB/Final_Training/Images/00035/00001_00009.ppm,train,00035_00001,00009,train,train,0f289fddaf52b836d637813dad3aab70
Data/ahead_only/train_ahead_only_32/train_ahead_only_32.png,train_ahead_only_32.png,train_ahead_only_32,ahead_only,35,00001_00010.ppm,GTSRB/Final_Training/Images/00035/00001_00010.ppm,train,00035_00001,00010,train,train,ffeda0762b6f39cd83c3678818f5b191
Data/ahead_only/train_ahead_only_33/train_ahead_only_33.png,train_ahead_only_33.png,train_ahead_only_33,ahead_only,35,00001_00011.ppm,GTSRB/Final_Training/Images/00035/00001_00011.ppm,train,00035_00001,00011,train,train,67c7b94b63d15bdb39c0e70d89baebda
Data/ahead_only/train_ahead_only_34/train_ahead_only_34.png,train_ahead_only_34.png,train_ahead_only_34,ahead_only,35,00001_00012.ppm,GTSRB/Final_Training/Images/00035/00001_00012.ppm,train,00035_00001,00012,train,train,07361017340b19ce92f2373572c50442
Data/ahead_only/valid_ahead_only_8/valid_ahead_only_8.png,valid_ahead_only_8.png,valid_ahead_only_8,ahead_only,35,00001_00013.ppm,GTSRB/Final_Training/Images/00035/00001_00013.ppm,train,00035_00001,00013,valid,train,47475aed6eeb67b194f0a10965db2a47
Data/ahead_only/valid_ahead_only_9/valid_ahead_only_9.png,valid_ahead_only_9.png,valid_ahead_only_9,ahead_only,35,00001_00014.ppm,GTSRB/Final_Training/Images/00035/00001_00014.ppm,train,00035_00001,00014,valid,train,444620a3ca9f3c944e2a026f91b4cb31
Data/ahead_only/train_ahead_only_35/train_ahead_only_35.png,train_ahead_only_35.png,train_ahead_only_35,ahead_only,35,00001_00015.ppm,GTSRB/Final_Training/Images/00035/00001_00015.ppm,train,00035_00001,00015,train,train,b635c785847e49b95d1e0dbc365e7edc
Data/ahead_only/train_ahead_only_36/train_ahead_only_36.png,train_ahead_only_36.png,train_ahead_only_36,ahead_only,35,00001_00016.ppm,GTSRB/Final_Training/Images/00035/00001_00016.ppm,train,00035_00001,00016,train,train,c1a8066fb2c316549b350df86459967e
Data/ahead_only/train_ahead_only_37/train_ahead_only_37.png,train_ahead_only_37.png,train_ahead_only_37,ahead_only,35,00001_00017.ppm,GTSRB/Final_Training/Images/00035/00001_00017.ppm,train,00035_00001,00017,train,train,6ff06dbf2230d5d90add30453ddf9f82
Data/ahead_only/valid_ahead_only_10/valid_ahead_only_10.png,valid_ahead_only_10.png,valid_ahead_only_10,ahead_only,35,00001_00018.ppm,GTSRB/Final_Training/Images/00035/00001_00018.ppm,train,00035_00001,00018,valid,train,144c29c5b5c8f1e8054a8d49d244dc74
Data/ahead_only/train_ahead_only_38/train_ahead_only_38.png,train_ahead_only_38.png,train_ahead_only_38,ahead_only,35,00001_00019.ppm,GTSRB/Final_Training/Images/00035/00001_00019.ppm,train,00035_00001,00019,train,train,40d92859e16afe734d38b2f05918250f
Data/ahead_only/train_ahead_only_39/train_ahead_only_39.png,train_ahead_only_39.png,train_ahead_only_39,ahead_only,35,00001_00020.ppm,GTSRB/Final_Training/Images/00035/00001_00020.ppm,train,00035_00001,00020,train,train,b560f39a139d5cb3a54a8f35963cbd79
Data/ahead_only/train_ahead_only_40/train_ahead_only_40.png,train_ahead_only_40.png,train_ahead_only_40,ahead_only,35,00001_00021.ppm,GTSRB/Final_Training/Images/00035/00001_00021.ppm,train,00035_00001,00021,train,train,0473b1a12816c101b6f83de6381798c4
Data/ahead_only/train_ahead_only_41/train_ahead_only_41.png,train_ahead_only_41.png,train_ahead_only_41,ahead_only,35,00001_00022.ppm,GTSRB/Final_Training/Images/00035/00001_00022.ppm,train,00035_00001,00022,train,train,ea0bd8cf9e29c75bfd665f34868becaa
Data/ahead_only/train_ahead_only_42/train_ahead_only_42.png,train_ahead_only_42.png,train_ahead_only_42,ahead_only,35,00001_00023.ppm,GTSRB/Final_Training/Images/00035/00001_00023.ppm,train,00035_00001,00023,train,train,daf073ec7e503d8c01022a9e746dc9e6
Data/ahead_only/train_ahead_only_43/train_ahead_only_43.png,train_ahead_only_43.png,train_ahead_only_43,ahead_only,35,00001_00024.ppm,GTSRB/Final_Training/Images/00035/00001_00024.ppm,train,00035_00001,00024,train,train,72c3a041aae3f1f5254c6945acc87ee8
Data/ahead_only/train_ahead_only_44/train_ahead_only_44.png,train_ahead_only_44.png,train_ahead_only_44,ahead_only,35,00001_00025.ppm,GTSRB/Final_Training/Images/00035/00001_00025.ppm,train,00035_00001,00025,train,train,f822ded36da47d00b3fdb07646f8336d
Data/ahead_only/train_ahead_only_45/train_ahead_only_45.png,train_ahead_only_45.png,train_ahead_only_45,ahead_only,35,00001_00026.ppm,GTSRB/Final_Training/Images/00035/00001_00026.ppm,train,00035_00001,00026,train,train,369499e4e0d357f1d0599e74baff6645
Data/ahead_only/train_ahead_only_46/train_ahead_only_46.png,train_ahead_only_46.png,train_ahead_only_46,ahead_only,35,00001_00027.ppm,GTSRB/Final_Training/Images/00035/00001_00027.ppm,train,00035_00001,00027,train,train,0ee12fde05b5575f3377a22bd2ee7ebe
Data/ahead_only/valid_ahead_only_11/valid_ahead_only_11.png,valid_ahead_only_11.png,valid_ahead_only_11,ahead_only,35,00001_00028.ppm,GTSRB/Final_Training/Images/00035/00001_00028.ppm,train,00035_00001,00028,valid,train,ad8c3c987e8e10f2928f6a01190f71a4
Data/ahead_only/train_ahead_only_47/train_ahead_only_47.png,train_ahead_only_47.png,train_ahead_only_47,ahead_only,35,00001_00029.ppm,GTSRB/Final_Training/Images/00035/00001_00029.ppm,train,00035_00001,00029,train,train,d2fd0e3faf0fee69e24de08ec22e1f81
Data/ahead_only/train_ahead_only_48/train_ahead_only_48.png,train_ahead_only_48.png,train_ahead_only_48,ahead_only,35,00002_00000.ppm,GTSRB/Final_Training/Images/00035/00002_00000.ppm,train,00035_00002,00000,train,train,ba92b795022c41ce5e63a20cd11d132c
Data/ahead_only/valid_ahead_only_12/valid_ahead_only_12.png,valid_ahead_only_12.png,valid_ahead_only_12,ahead_only,35,00002_00001.ppm,GTSRB/Final_Training/Images/00035/00002_00001.ppm,train,00035_00002,00001,valid,train,f24b580eb88fe37e185147a072d7f307
Data/ahead_only/train_ahead_only_49/train_ahead_only_49.png,train_ahead_only_49.png,train_ahead_only_49,ahead_only,35,00002_00002.ppm,GTSRB/Final_Training/Images/00035/00002_00002.ppm,train,00035_00002,00002,train,train,093ad00f0b04c743f8f5d7da43e3b7ab
Data/ahead_only/train_ahead_only_50/train_ahead_only_50.png,train_ahead_only_50.png,train_ahead_only_50,ahead_only,35,00002_00003.ppm,GTSRB/Final_Training/Images/00035/00002_00003.ppm,train,00035_00002,00003,train,train,74430b44a141beabeed74b4759b61668
Data/ahead_only/train_ahead_only_51/train_ahead_only_51.png,train_ahead_only_51.png,train_ahead_only_51,ahead_only,35,00002_00004.ppm,GTSRB/Final_Training/Images/00035/00002_00004.ppm,train,00035_00002,00004,train,train,8fa08c68787efd3818672744221c1bb5
Data/ahead_only/train_ahead_only_52/train_ahead_only_52.png,train_ahead_only_52.png,train_ahead_only_52,ahead_only,35,00002_00005.ppm,GTSRB/Final_Training/Images/00035/00002_00005.ppm,train,00035_00002,00005,train,train,665a5b48fb1024df818205b0e8d31790
Data/ahead_only/train_ahead_only_53/train_ahead_only_53.png,train_ahead_only_53.png,train_ahead_only_53,ahead_only,35,00002_00006.ppm,GTSRB/Final_Training/Images/00035/00002_00006.ppm,train,00035_00002,00006,train,train,962f49d91cc40bf9f3944dbe4d15f8b2
Data/ahead_only/train_ahead_only_54/train_ahead_only_54.png,train_ahead_only_54.png,train_ahead_only_54,ahead_only,35,00002_00007.ppm,GTSRB/Final_Training/Images/00035/00002_00007.ppm,train,00035_00002,00007,train,train,215af90146166e3c11216ce001235129
Data/ahead_only/train_ahead_only_55/train_ahead_only_55.png,train_ahead_only_55.png,train_ahead_only_55,ahead_only,35,00002_00008.ppm,GTSRB/Final_Training/Images/00035/00002_00008.ppm,train,00035_00002,00008,train,train,a6b2f0fc6f1d4dd7f2fc50bef816e1ad
Data/ahead_only/train_ahead_only_56/train_ahead_only_56.png,train_ahead_only_56.png,train_ahead_only_56,ahead_only,35,00002_00009.ppm,GTSRB/Final_Training/Images/00035/00002_00009.ppm,train,00035_00002,00009,train,train,eed51da22fc161a487c6ac561a9380ac
Data/ahead_only/train_ahead_only_57/train_ahead_only_57.png,train_ahead_only_57.png,train_ahead_only_57,ahead_only,35,00002_00010.ppm,GTSRB/Final_Training/Images/00035/00002_00010.ppm,train,00035_00002,00010,train,train,9927610852a19f3ec00d825c7d5d230d
Data/ahead_only/valid_ahead_only_13/valid_ahead_only_13.png,valid_ahead_only_13.png,valid_ahead_only_13,ahead_only,35,00002_00011.ppm,GTSRB/Final_Training/Images/00035/00002_00011.ppm,train,00035_00002,00011,valid,train,86b8e1b4759516c3b6edc2a6b0c234e2
Data/ahead_only/train_ahead_only_58/train_ahead_only_58.png,train_ahead_only_58.png,train_ahead_only_58,ahead_only,35,00002_00012.ppm,GTSRB/Final_Training/Images/00035/00002_00012.ppm,train,00035_00002,00012,train,train,b1e4b6c26b8a8654786da268df55f498
Data/ahead_only/valid_ahead_only_14/valid_ahead_only_14.png,valid_ahead_only_14.png,valid_ahead_only_14,ahead_only,35,00002_00013.ppm,GTSRB/Final_Training/Images/00035/00002_00013.ppm,train,00035_00002,00013,valid,train,c98291c18ee711e47af79151f332580d
Data/ahead_only/train_ahead_only_59/train_ahead_only_59.png,train_ahead_only_59.png,train_ahead_only_59,ahead_only,35,00002_00014.ppm,GTSRB/Final_Training/Images/00035/00002_00014.ppm,train,00035_00002,00014,train,train,c8e44500242d0db2137e781971dc629f
Data/ahead_only/train_ahead_only_60/train_ahead_only_60.png,train_ahead_only_60.png,train_ahead_only_60,ahead_only,35,00002_00015.ppm,GTSRB/Final_Training/Images/00035/00002_00015.ppm,train,00035_00002,00015,train,train,cd4c152ce85d200336f5d4a38db68edd
Data/ahead_only/valid_ahead_only_15/valid_ahead_only_15.png,valid_ahead_only_15.png,valid_ahead_only_15,ahead_only,35,00002_00016.ppm,GTSRB/Final_Training/Images/00035/00002_00016.ppm,train,00035_00002,00016,valid,train,819e926e76e0246ed2b35a3855321693
Data/ahead_only/train_ahead_only_61/train_ahead_only_61.png,train_ahead_only_61.png,train_ahead_only_61,ahead_only,35,00002_00017.ppm,GTSRB/Final_Training/Images/00035/00002_00017.ppm,train,00035_00002,00017,train,train,87515bd4c3786749bdba6624adf8d9db
Data/ahead_only/train_ahead_only_62/train_ahead_only_62.png,train_ahead_only_62.png,train_ahead_only_62,ahead_only,35,00002_00018.ppm,GTSRB/Final_Training/Images/00035/00002_00018.ppm,train,00035_00002,00018,train,train,3f6c42a35d472c216d82bed67276158a
Data/ahead_only/valid_ahead_only_16/valid_ahead_only_16.png,valid_ahead_only_16.png,valid_ahead_only_16,ahead_only,35,00002_00019.ppm,GTSRB/Final_Training/Images/00035/00002_00019.ppm,train,00035_00002,00019,valid,train,d35258753eae0f5fd9ef510f44c5331d
Data/ahead_only/valid_ahead_only_17/valid_ahead_only_17.png,valid_ahead_only_17.png,valid_ahead_only_17,ahead_only,35,00002_00020.ppm,GTSRB/Final_Training/Images/00035/00002_00020.ppm,train,00035_00002,00020,valid,train,5863264d17152d35fd6fbb237e8db160
Data/ahead_only/valid_ahead_only_18/valid_ahead_only_18.png,valid_ahead_only_18.png,valid_ahead_only_18,ahead_only,35,00002_00021.ppm,GTSRB/Final_Training/Images/00035/00002_00021.ppm,train,00035_00002,00021,valid,train,4ed1ad8a2f33226ed34bbb9f8430c699
Data/ahead_only/train_ahead_only_63/train_ahead_only_63.png,train_ahead_only_63.png,train_ahead_only_63,ahead_only,35,00002_00022.ppm,GTSRB/Final_Training/Images/00035/00002_00022.ppm,train,00035_00002,00022,train,train,a0f3472d216656f9e91105d8c2c9008c
Data/ahead_only/train_ahead_only_64/train_ahead_only_64.png,train_ahead_only_64.png,train_ahead_only_64,ahead_only,35,00002_00023.ppm,GTSRB/Final_Training/Images/00035/00002_00023.ppm,train,00035_00002,00023,train,train,14f94a4bc839989ffce8f817fa5c40e3
Data/ahead_only/train_ahead_only_65/train_ahead_only_65.png,train_ahead_only_65.png,train_ahead_only_65,ahead_only,35,00002_00024.ppm,GTSRB/Final_Training/Images/00035/00002_00024.ppm,train,00035_00002,00024,train,train,4fb2df6ae672171633d5ba82bf391e71
Data/ahead_only/valid_ahead_only_19/valid_ahead_only_19.png,valid_ahead_only_19.png,valid_ahead_only_19,ahead_only,35,00002_00025.ppm,GTSRB/Final_Training/Images/00035/00002_00025.ppm,train,00035_00002,00025,valid,train,54fe47fba336aeb76c2bb01a9c961b65
Data/ahead_only/valid_ahead_only_20/valid_ahead_only_20.png,valid_ahead_only_20.png,valid_ahead_only_20,ahead_only,35,00002_00026.ppm,GTSRB/Final_Training/Images/00035/00002_00026.ppm,train,00035_00002,00026,valid,train,d32efb8827bc8159ea13f9fb7cb37deb
Data/ahead_only/train_ahead_only_66/train_ahead_only_66.png,train_ahead_only_66.png,train_ahead_only_66,ahead_only,35,00002_00027.ppm,GTSRB/Final_Training/Images/00035/00002_00027.ppm,train,00035_00002,00027,train,train,9ce709879b3f84b69ec0e0b761df3819
Data/ahead_only/train_ahead_only_67/train_ahead_only_67.png,train_ahead_only_67.png,train_ahead_only_67,ahead_only,35,00002_00028.ppm,GTSRB/Final_Training/Images/00035/00002_00028.ppm,train,00035_00002,00028,train,train,b38a19d94d13cf3a19032860ce366dd1
Data/ahead_only/train_ahead_only_68/train_ahead_only_68.png,train_ahead_only_68.png,train_ahead_only_68,ahead_only,35,00002_00029.ppm,GTSRB/Final_Training/Images/00035/00002_00029.ppm,train,00035_00002,00029,train,train,b305cde94652bc7e30d61c42e0013c07
Data/ahead_only/train_ahead_only_69/train_ahead_only_69.png,train_ahead_only_69.png,train_ahead_only_69,ahead_only,35,00003_00000.ppm,GTSRB/Final_Training/Images/00035/00003_00000.ppm,train,00035_00003,00000,train,train,3a7d3fa1e4f35dccf3b0481a7fda91bb
Data/ahead_only/train_ahead_only_70/train_ahead_only_70.png,train_ahead_only_70.png,train_ahead_only_70,ahead_only,35,00003_00001.ppm,GTSRB/Final_Training/Images/00035/00003_00001.ppm,train,00035_00003,00001,train,train,c91f2f5b521cd0b348c24a70b2d15eea
Data/ahead_only/train_ahead_only_71/train_ahead_only_71.png,train_ahead_only_71.png,train_ahead_only_71,ahead_only,35,00003_00002.ppm,GTSRB/Final_Training/Images/00035/00003_00002.ppm,train,00035_00003,00002,train,train,1cb5e3975d5976229fbfbaccb62b684e
Data/ahead_only/train_ahead_only_72/train_ahead_only_72.png,train_ahead_only_72.png,train_ahead_only_72,ahead_only,35,00003_00003.ppm,GTSRB/Final_Training/Images/00035/00003_00003.ppm,train,00035_00003,00003,train,train,0c51e968d0de338b0bc5b9fe5ef5b690
Data/ahead_only/train_ahead_only_73/train_ahead_only_73.png,train_ahead_only_73.png,train_ahead_only_73,ahead_only,35,00003_00004.ppm,GTSRB/Final_Training/Images/00035/00003_00004.ppm,train,00035_00003,00004,train,train,5ae83956b0a28dd9ca1ecf32eabd9416
Data/ahead_only/train_ahead_only_74/train_ahead_only_74.png,train_ahead_only_74.png,train_ahead_only_74,ahead_only,35,00003_00005.ppm,GTSRB/Final_Training/Images/00035/00003_00005.ppm,train,00035_00003,00005,train,train,2676358a9d048f9471b376f2701a1db3
Data/ahead_only/valid_ahead_only_21/valid_ahead_only_21.png,valid_ahead_only_21.png,valid_ahead_only_21,ahead_only,35,00003_00006.ppm,GTSRB/Final_Training/Images/00035/00003_00006.ppm,train,00035_00003,00006,valid,train,07532a8632bcbab4eb30477beab0016f
Data/ahead_only/valid_ahead_only_22/valid_ahead_only_22.png,valid_ahead_only_22.png,valid_ahead_only_22,ahead_only,35,00003_00007.ppm,GTSRB/Final_Training/Images/00035/00003_00007.ppm,train,00035_00003,00007,valid,train,27fc72d840ee94b060ebc358cc74191a
Data/ahead_only/train_ahead_only_75/train_ahead_only_75.png,train_ahead_only_75.png,train_ahead_only_75,ahead_only,35,00003_00008.ppm,GTSRB/Final_Training/Images/00035/00003_00008.ppm,train,00035_00003,00008,train,train,ce748d1d317e30c572b04d6495875d82
Data/ahead_only/train_ahead_only_76/train_ahead_only_76.png,train_ahead_only_76.png,train_ahead_only_76,ahead_only,35,00003_00009.ppm,GTSRB/Final_Training/Images/00035/00003_00009.ppm,train,00035_00003,00009,train,train,796e491abc1713444d0795647882c882
Data/ahead_only/train_ahead_only_77/train_ahead_only_77.png,train_ahead_only_77.png,train_ahead_only_77,ahead_only,35,00003_00010.ppm,GTSRB/Final_Training/Images/00035/00003_00010.ppm,train,00035_00003,00010,train,train,782e048e135dac4fe31b5520782f4d74
